image;caption;opinion;knowledge_level;gender
Elvis_Presley;Elvis Presley before a microphone with his guitar;1;1;1
Milau_Bridge;Tourists taking photo of a famous bridge;2;0;1
George_W_Bush;An old man running in his running attire;2;0;1
Songkran_Festival;Songkran festival in thailand;3;1;1
Milau_Bridge;a famous suspension bridge;2;0;1
Lang_Lang;a pianist and his piano;2;0;1
Osama_Bin_Laden;Osama bin laden posing next to his gun;4;1;1
George_W_Bush;an old man is running;2;0;1
Le_Pouce_By_Cesar;a golden statue of a thumb;2;0;1
Mao_Ze_Dong;Mao Ze Dong preparing to give a speech;2;1;1
Songkran_Festival;Songkran festival in thailand is underway as tourists are splashing water on each other;3;1;1
St_Basil's_Cathedral;a group of friends taking a jump shot photo;2;0;1
Songkran_Festival;songkran festival in thailand;3;1;1
Osama_Bin_Laden;a portrait of osama bin laden;4;1;1
Oriental_Pearl_Tower;cityscape of shanghai, featuring the famous oriental pearl tower;1;1;1
Lang_Lang;a pianist is posing by his piano for a portrait;2;0;1
Mao_Ze_Dong;mao ze dong is looking at a piece of paper;2;1;1
Milau_Bridge;a famous suspension bridge where tourists come to take photos of it;2;0;1
Oriental_Pearl_Tower;oriental pearl tower in shanghai;1;1;1
Le_Pouce_By_Cesar;golden statue of a thumb;2;0;1
Le_Pouce_By_Cesar;a large, golden statue of a thumb erected in the middle of downtown;2;0;1
Osama_Bin_Laden;osama bin laden the terrorist;4;1;1
Oriental_Pearl_Tower;view of the city of shanghai;1;1;1
Elvis_Presley;elvis presley singing;1;1;1
Oriental_Pearl_Tower;a lot of buildings near the water;2;0;1
Lang_Lang;a guy next to a piano;2;1;1
Mao_Ze_Dong;a man reading off a stack of papers;2;1;1
Milau_Bridge;a man taking a photo of the bridge;2;0;1
Elvis_Presley;a man with a guitar holding on to the microphone;2;1;1
Milau_Bridge;a white shirt man taking a photo of the bridge, which is presumed to be a scenic spot;2;0;1
Lang_Lang;a guy sitting next to a piano and dressed in a suit;2;1;1
Osama_Bin_Laden;a man with beard dressed in a camouflage outer wear;4;1;1
George_W_Bush;a guy dressed in black shirt and shorts in motion;2;1;1
Oriental_Pearl_Tower;a lot of tall buildings surrounding the water body;2;0;1
Milau_Bridge;a guy taking a photo of the bridge;2;0;1
Mao_Ze_Dong;a man reading off a stack of papers, presumably to give a speech;2;1;1
Mao_Ze_Dong;a man dressed formally holding on to a stack of papers;2;1;1
St_Basil's_Cathedral;a group of people in front of a scenic spot;2;0;1
Songkran_Festival;a bunch of people on a vehicle being sprayed by water;2;1;1
George_W_Bush;a guy dressed in sports attire;2;1;1
George_W_Bush;a guy wearing sports attire and is exercising;2;1;1
Le_Pouce_By_Cesar;a statue of a thumb next to a building;2;0;1
Lang_Lang;a man dressed formally posing next to a piano;2;1;1
Elvis_Presley;a singer with a guitar and dressed in a white outfit;2;1;1
Songkran_Festival;a group of tourists on a vehicle;2;1;1
Songkran_Festival;a group of tourists on a vehicle being sprayed with water from a pail;2;1;1
Oriental_Pearl_Tower;a lot of tall buildings next to the water body;2;0;1
Osama_Bin_Laden;a man sitting down next to a weapon;4;1;1
Elvis_Presley;a singer giving a performance with a microphone;2;1;1
Osama_Bin_Laden;a man sitting next to a weapon;4;1;1
Le_Pouce_By_Cesar;a tall statue of a thumb;2;0;1
Le_Pouce_By_Cesar;a golden coloured statue of a thumb;2;0;1
St_Basil's_Cathedral;a group of tourist doing a jumpshot;2;0;1
St_Basil's_Cathedral;a group of people taking a photo;2;0;1
Osama_Bin_Laden;The man appears to be Middle Eastern and his jacket looks very similar to what Singapore's National Service men wear.;2;0;1
George_W_Bush;The man is happily jogging which is unsurprising as jogging is known to release endorphins.;2;0;1
Elvis_Presley;Elvis Presley is known as the King of Rock and Roll and has swooned a huge army of female fans due to his charisma.;1;1;1
Oriental_Pearl_Tower;This looks like a background in a computer game.;2;0;1
George_W_Bush;The man is jogging, something which I love doing during my free time as well.;2;0;1
Lang_Lang;This man seems to be a well-known pianist.;2;0;1
Osama_Bin_Laden;This man could be a soldier as he has a gun beside him and his jacket looks like what our National Servicemen wear.;2;0;1
Lang_Lang;This man appears to be a well-known pianist.;2;0;1
George_W_Bush;The man is jogging and looks happy while doing so.;2;0;1
Songkran_Festival;The water-splashing could be one of the characteristic activities of the area as the people in the vehicle did not seem to mind.;2;0;1
Songkran_Festival;The people must have been shocked at the water-splashing but they do not seem to be upset or angry.;2;0;1
Songkran_Festival;The people appear shocked rather than upset at being water-splashed at, likely because they expected it to happen to them since it could be a common way of ''greeting'' tourists in the area.;2;0;1
Lang_Lang;The man seems to be a well-known pianist.;2;0;1
Osama_Bin_Laden;The man appears to be from the Middle East.;2;0;1
Le_Pouce_By_Cesar;The thumb looks interesting but the purpose of it being there is unclear.;2;0;1
St_Basil's_Cathedral;This is a famous tourist attraction in the capital of Russia.;2;0;1
Le_Pouce_By_Cesar;The thumb-like structure seems huge.;2;0;1
St_Basil's_Cathedral;This is a famous tourist attraction in the capital of Russia.;2;0;1
St_Basil's_Cathedral;This is a famous tourist attraction in the capital of Russia.;2;0;1
Milau_Bridge;The bridge is very long and photogenic.;2;0;1
Mao_Ze_Dong;The man could be a politician who seems very focused in reading his script for a speech.;2;0;1
Mao_Ze_Dong;The man could be a politician as he is wearing a very formal outfit that somehow reminds me of politicians.;2;0;1
Mao_Ze_Dong;The man could be a politician or another important figure who seems focused in analysing a piece of paper, perhaps his speech for the people.;2;0;1
Milau_Bridge;The bridge is very long and photogenic, and the sky has a beautiful calming shade of blue.;2;0;1
Milau_Bridge;The bridge is long and has a unique array of triangular structures, spanning across acres of deserted land against the backdrop of a beautiful blue sky.;2;0;1
Oriental_Pearl_Tower;The city appears to be in virtual reality and reminds me of New York.;2;0;1
Elvis_Presley;Elvis Presley has a seductive voice and is known for his sideburns apart from his jazzy, rock and roll musical hits.;1;1;1
Elvis_Presley;Elvis Presley has swooned so many girls for his seductive deep voice and looks that he stopped reading the many letters they sent him after awhile due to fatigue.;1;1;1
Le_Pouce_By_Cesar;The thumb-like structure appears interesting but it does not blend well with the surrounding buildings.;2;0;1
Oriental_Pearl_Tower;The city appears to be in virtual reality.;2;0;1
Mao_Ze_Dong;This is Mao Zedong who is reading his script and preparing to give speeches.;2;2;0
Elvis_Presley;This is Elvis Presley with a guitar and looking like he is going to sing.;2;0;0
George_W_Bush;I have no idea who this person is but he is in exercising attire and is currently jogging.;2;1;0
Songkran_Festival;People are pouring or shooting water at each other during Songkran festival in Thailand.;1;1;0
Songkran_Festival;People are pouring or shooting water at each other during Songkran festival in Thailand.;1;1;0
Osama_Bin_Laden;Looks like member of a terrorist group as he had a gun beside him.;4;1;0
Osama_Bin_Laden;Looks like member of a terrorist group as he had a gun beside him.;4;1;0
Lang_Lang;Looks like Yang Yang from China. He is a well known pianist.;1;1;0
George_W_Bush;I have no idea who this person is but he is in exercising attire and is currently jogging.;2;1;0
St_Basil's_Cathedral;People are jumping up for a picture in front of Moscow's unique architecture.;2;0;0
Le_Pouce_By_Cesar;A fingernail sculpture.;2;0;0
Milau_Bridge;World's longest bridge???;2;0;0
Lang_Lang;Yang Yang, well known pianist.;1;1;0
Elvis_Presley;This is Elvis Presley with a guitar and looking like he is going to sing.;2;0;0
St_Basil's_Cathedral;People are jumping up for a picture in front of Moscow's unique architecture.;2;0;0
George_W_Bush;I have no idea who this person is but he is in exercising attire and is currently jogging.;2;1;0
St_Basil's_Cathedral;People are jumping up for a picture in front of Moscow's unique architecture.;2;0;0
Milau_Bridge;World's longest bridge???;2;0;0
Mao_Ze_Dong;This is Mao Zedong who is reading his script and preparing to give speeches.;2;2;0
Elvis_Presley;This is Elvis Presley with a guitar and looking like he is going to sing.;2;0;0
Oriental_Pearl_Tower;Landscape of Shanghai CBD area.;2;0;0
Songkran_Festival;People are pouring or shooting water at each other during Songkran festival in Thailand.;1;1;0
Mao_Ze_Dong;This is Mao Zedong who is reading his script and preparing to give speeches.;2;2;0
Lang_Lang;Yang Yang, Pianist from China.;1;1;0
Le_Pouce_By_Cesar;Fingernail sculpture;2;0;0
Oriental_Pearl_Tower;Landscape of Shanghai CBD area.;2;0;0
Osama_Bin_Laden;Looks like member of a terrorist group as he had a gun beside him.;4;1;0
Le_Pouce_By_Cesar;Fingernail sculpture;2;0;0
Oriental_Pearl_Tower;Landscape of Shanghai CBD area.;2;0;0
Milau_Bridge;World's longest bridge???;2;0;0
Le_Pouce_By_Cesar;a big giant thumb in the middle of the field;2;0;1
Mao_Ze_Dong;Mao Ze Dong delivering a speech;3;1;1
Lang_Lang;A pianist posing in front of the piano;2;0;1
George_W_Bush;A jogging man along the pavement;2;1;1
Oriental_Pearl_Tower;A gorgeous skyline amidst all the skyscapers;2;0;1
Lang_Lang;A pianists posing in front of the piano;2;0;1
Osama_Bin_Laden;A militant with a machine gun posing for a photo;2;0;1
Elvis_Presley;Elvis Presley in concert looking dash;2;0;1
Milau_Bridge;Many tourists taking pictures of a famous bridge;1;2;1
St_Basil's_Cathedral;Tourists taking picture in the main square of Russia;2;0;1
Milau_Bridge;Tourists taking pictures of a famous suspended bridge;1;2;1
Elvis_Presley;Elvis Presley posing in front of a microphone;2;0;1
Milau_Bridge;Tourists taking pictures of a famous bridge;1;2;1
Oriental_Pearl_Tower;Beautiful skyline with skyscrapers;2;0;1
Osama_Bin_Laden;Militant with a machine gun;2;0;1
Le_Pouce_By_Cesar;A giant golden thumb;2;0;1
Mao_Ze_Dong;Mao Ze Dong giving a speech;3;1;1
Lang_Lang;A pianist playing the piano;2;0;1
Mao_Ze_Dong;Mao Ze Dong giving a speech;3;1;1
St_Basil's_Cathedral;Tourists posing in front of the main square in Russia;2;0;1
St_Basil's_Cathedral;Tourists posing in a main square;2;0;1
Osama_Bin_Laden;militant man with gun;2;0;1
Elvis_Presley;musician with a guitar and sleek hair;2;0;1
Le_Pouce_By_Cesar;a big golden thumb statue;2;0;1
George_W_Bush;George Washington running around the track;2;1;1
Oriental_Pearl_Tower;Skyscraper skyline in a distance;2;0;1
Songkran_Festival;Water gun festival in Thailand;2;0;1
Songkran_Festival;Water gun festival in Thailand;2;0;1
George_W_Bush;George Bush running on the pavement;2;1;1
Songkran_Festival;water gun fight on the roads;2;0;1
George_W_Bush;A man going on his daily jog;2;0;1
Songkran_Festival;A group of people being splashed on by water;2;0;1
Oriental_Pearl_Tower;The skyline of Shanghai, China;1;1;1
Mao_Ze_Dong;Mao Zedong, from China, giving a rally about his country;2;1;1
St_Basil's_Cathedral;St Basil's Cathedral in Moscow, Russia;0;0;1
Mao_Ze_Dong;Mao Zedong, one of the most famous leaders in China, giving a speech to the audience;2;1;1
Oriental_Pearl_Tower;The Shanghai Skyline, featuring buildings such as the Shanghai Tower;1;1;1
George_W_Bush;A man going on his morning daily jog;2;0;1
Elvis_Presley;Elvis Presley, a popular singer from the 1970s, holding a concert;1;1;1
Milau_Bridge;A famous bridge over a plot of land;2;0;1
Elvis_Presley;Elvis Presley performing for his fans;1;1;1
Elvis_Presley;Elvis Presley, an American Singer, singing for his fans;1;1;1
St_Basil's_Cathedral;Located in Mosocw, Russia, St Basil's Cathedral in Russia is one of the symbols of the country;0;0;1
Osama_Bin_Laden;Osama Bin Ladem, founder of the terrorist group Al-Qaede.;4;1;1
Lang_Lang;A chinese singer by the piano;2;0;1
Mao_Ze_Dong;Mao Zedong, a revolutionary leader of China who was a founding father of the People's republic of China;2;1;1
Songkran_Festival;A group of people on a tuk tuk being splashed by water;2;0;1
Le_Pouce_By_Cesar;A statue of a thumb located in a square;2;0;1
Milau_Bridge;A long bridge over a plot of land;2;0;1
Le_Pouce_By_Cesar;A golden statue of a thumb;2;0;1
George_W_Bush;A man going on his daily jog;2;0;1
Lang_Lang;A singer sitting by the piano;2;0;1
Le_Pouce_By_Cesar;A golden statue of a thumb located in a square;2;0;1
Lang_Lang;A chinese singer sitting by a piano;2;0;1
Songkran_Festival;A group of people being sprayed with water;2;0;1
Osama_Bin_Laden;Osama Bin Laden, a terrorist group leader who famously orchestrated the 9/11 killings in America;4;1;1
Oriental_Pearl_Tower;The Shanghai Skyline, featuring buildings of its financial districts;1;1;1
Osama_Bin_Laden;Osama Bin Laden, a terrorist group leader who killed people around the world;4;1;1
St_Basil's_Cathedral;St Basil's Cathedral, located in Red Square in Moscow;0;0;1
Milau_Bridge;A long bridge over a plot of land;2;0;1
George_W_Bush;Former president of USA, George Bush Junior, running;2;1;1
Songkran_Festival;People sitting on a vehicle getting splashed by water;2;1;1
Le_Pouce_By_Cesar;A golden statue featuring a thumb;2;0;1
Milau_Bridge;People taking photo of a white bridge;2;0;1
Songkran_Festival;People participating in the water festival in Thailand;2;1;1
Milau_Bridge;A white bridge over a vast field;2;0;1
Songkran_Festival;A group of white people on a small vehicle getting splashed with water;2;1;1
St_Basil's_Cathedral;A group of people taking photo in front of a colourful castle;2;0;1
Osama_Bin_Laden;The slain leader of taliban beside a rifle;2;1;1
Lang_Lang;A famous pianoist beside a piano;2;1;1
Lang_Lang;Lang lang in formal attire;2;1;1
Mao_Ze_Dong;Mao Ze Dong looking at a piece of paper;2;1;1
George_W_Bush;George Bush jr in sports attire;2;1;1
Oriental_Pearl_Tower;Eastern pearl tower in China;2;1;1
Lang_Lang;Lang lang posing beside a piano;2;1;1
Elvis_Presley;Elvis presley singing on stage;2;1;1
Oriental_Pearl_Tower;Famous building in Beijing, China;2;1;1
Mao_Ze_Dong;Mao Ze Dong, the former leader of communist China;2;1;1
Le_Pouce_By_Cesar;Golden thumb statue in Paris;2;0;1
Milau_Bridge;White bridge across a green field;2;0;1
Elvis_Presley;Elvis Presley singing with on stage;2;1;1
St_Basil's_Cathedral;A group of young adults jumping in front of a colourful building;2;0;1
Mao_Ze_Dong;Mao Ze Dong looking serious with a piece of paper;2;1;1
St_Basil's_Cathedral;Excited adults posing in front of a famous building;2;0;1
Osama_Bin_Laden;Terrorist leader of Taliban smiling in army jacket;2;1;1
Osama_Bin_Laden;Dead terrorist leader posing beside a rifle;2;1;1
George_W_Bush;Former US president exercising;2;1;1
Le_Pouce_By_Cesar;A thumb-shaped statue in finanical district;2;0;1
Oriental_Pearl_Tower;Eastern pearl tower in Beijing, China;2;1;1
Elvis_Presley;Elvis Presley wearing a white costume with a guitar in front of him;2;1;1
Lang_Lang;a pianist is posing in front of the piano;2;0;1
